LOCUS,GS:LOCUS,GS:#Genot,GS:Obs.Het.,GS:Exp.Het. ,GS:P-value,GS:Sign,WD:LOCUS,WD:#Genot,WD:Obs.Het.,WD:Exp.Het. ,WD:P-value,WD:Sign,JS:LOCUS,JS:#Genot,JS:Obs.Het.,JS:Exp.Het. ,JS:P-value,JS:Sign,PD:LOCUS,PD:#Genot,PD:Obs.Het.,PD:Exp.Het. ,PD:P-value,PD:Sign,GD:LOCUS,GD:#Genot,GD:Obs.Het.,GD:Exp.Het. ,GD:P-value,GD:Sign,JD:LOCUS,JD:#Genot,JD:Obs.Het.,JD:Exp.Het. ,JD:P-value,JD:Sign,PS:LOCUS,PS:#Genot,PS:Obs.Het.,PS:Exp.Het. ,PS:P-value,PS:Sign
1851:1 [436],GS436,12,0.00000,0.15942,0.04333,Sd,WD436,12,0.25000,0.48913,0.20539,,JS436,12,0.08333,0.22826,0.13029,,PD436,15,0.26667,0.45977,0.23282,,GD436,11,0.00000,0.41558,0.00223,Sd,JD436,10,0.00000,0.50526,0.00158,Sd,PS436,11,0.09091,0.24675,0.14325,
1851:19 [437],GS437,13,0.00000,0.14769,0.03965,Sd,WD437,12,0.25000,0.48913,0.20511,,JS437,12,0.08333,0.22826,0.12910,,PD437,15,0.26667,0.45977,0.23257,,GD437,11,0.00000,0.41558,0.00222,Sd,JD437,10,0.00000,0.50526,0.00157,Sd,PS437,11,0.09091,0.24675,0.14301,
1855:11 [438],GS438,,,,,m,WD438,12,0.16667,0.28986,0.25449,,JS438,,,,,m,PD438,,,,,m,GD438,,,,,m,JD438,,,,,m,PS438,,,,,m
1868:59 [439],GS439,13,0.00000,0.36923,0.00117,Sd,WD439,,,,,m,JS439,11,0.00000,0.48485,0.00097,Sd,PD439,14,0.14286,0.25397,0.21789,,GD439,,,,,m,JD439,9,0.11111,0.50327,0.03218,Sd,PS439,6,0.00000,0.48485,0.02981,Sd
1871:54 [440],GS440,,,,,m,WD440,13,0.15385,0.14769,1.00000,,JS440,12,0.08333,0.08333,1.00000,,PD440,13,0.38462,0.32308,1.00000,,GD440,10,0.30000,0.26842,1.00000,,JD440,8,0.37500,0.32500,1.00000,,PS440,,,,,m
1871:55 [441],GS441,13,0.84615,0.50769,0.02331,Se,WD441,10,0.50000,0.39474,1.00000,,JS441,12,0.75000,0.48913,0.09279,,PD441,14,0.50000,0.38889,0.51324,,GD441,9,0.66667,0.47059,0.45762,,JD441,8,0.37500,0.32500,1.00000,,PS441,9,0.88889,0.52288,0.05478,
1871:57 [442],GS442,,,,,m,WD442,13,0.15385,0.14769,1.00000,,JS442,12,0.08333,0.08333,1.00000,,PD442,13,0.38462,0.32308,1.00000,,GD442,10,0.30000,0.26842,1.00000,,JD442,8,0.37500,0.32500,1.00000,,PS442,,,,,m
1871:61 [443],GS443,13,0.84615,0.50769,0.02354,Se,WD443,10,0.50000,0.39474,1.00000,,JS443,12,0.75000,0.48913,0.09203,,PD443,14,0.50000,0.38889,0.51353,,GD443,9,0.66667,0.47059,0.45751,,JD443,8,0.37500,0.32500,1.00000,,PS443,9,0.88889,0.52288,0.05564,
1871:64 [444],GS444,13,0.84615,0.50769,0.02324,Se,WD444,10,0.50000,0.39474,1.00000,,JS444,12,0.75000,0.48913,0.09165,,PD444,14,0.50000,0.38889,0.51206,,GD444,8,0.62500,0.45833,0.48681,,JD444,8,0.37500,0.32500,1.00000,,PS444,9,0.88889,0.52288,0.05504,
1883:15 [445],GS445,8,0.00000,0.50000,0.00693,Sd,WD445,13,0.30769,0.36923,0.52342,,JS445,11,0.09091,0.45455,0.01569,Sd,PD445,17,0.29412,0.40107,0.52514,,GD445,12,0.08333,0.22826,0.12957,,JD445,10,0.10000,0.39474,0.04624,Sd,PS445,12,0.08333,0.51812,0.00461,Sd
1883:19 [446],GS446,8,0.00000,0.50000,0.00701,Sd,WD446,13,0.30769,0.36923,0.52309,,JS446,13,0.07692,0.40923,0.00887,Sd,PD446,17,0.29412,0.40107,0.52512,,GD446,12,0.08333,0.22826,0.13039,,JD446,10,0.10000,0.39474,0.04630,Sd,PS446,12,0.08333,0.51812,0.00442,Sd
1898:66 [447],GS447,14,0.07143,0.49471,0.00169,Sd,WD447,14,0.28571,0.50794,0.13258,,JS447,14,0.07143,0.30423,0.02250,Sd,PD447,17,0.11765,0.47059,0.00306,Sd,GD447,12,0.08333,0.43116,0.01195,Sd,JD447,12,0.25000,0.43116,0.19396,,PS447,12,0.16667,0.50725,0.02826,Sd
1909:44 [448],GS448,15,0.06667,0.43448,0.00212,Sd,WD448,13,0.46154,0.51692,1.00000,,JS448,13,0.07692,0.47077,0.00413,Sd,PD448,,,,,m,GD448,12,0.00000,0.39130,0.00162,Sd,JD448,12,0.08333,0.22826,0.13023,,PS448,12,0.16667,0.28986,0.25531,
1909:59 [449],GS449,15,0.06667,0.43448,0.00207,Sd,WD449,13,0.46154,0.51692,1.00000,,JS449,13,0.07692,0.47077,0.00425,Sd,PD449,,,,,m,GD449,12,0.00000,0.39130,0.00170,Sd,JD449,12,0.08333,0.22826,0.12965,,PS449,12,0.16667,0.28986,0.25699,
1923:38 [450],GS450,15,0.00000,0.23908,0.00377,Sd,WD450,14,0.42857,0.42328,1.00000,,JS450,14,0.07143,0.19841,0.11126,,PD450,17,0.11765,0.37077,0.01350,Sd,GD450,13,0.00000,0.51692,0.00020,Sd,JD450,12,0.00000,0.15942,0.04369,Sd,PS450,12,0.00000,0.28986,0.00605,Sd
1928:72 [451],GS451,15,0.06667,0.06667,1.00000,,WD451,,,,,m,JS451,,,,,m,PD451,,,,,m,GD451,,,,,m,JD451,12,0.08333,0.08333,1.00000,,PS451,,,,,m
1944:56 [452],GS452,,,,,m,WD452,,,,,m,JS452,,,,,m,PD452,11,0.09091,0.09091,1.00000,,GD452,9,0.11111,0.11111,1.00000,,JD452,,,,,m,PS452,,,,,m
1948:10 [453],GS453,14,0.92857,0.51587,0.00436,Se,WD453,13,1.00000,0.52000,0.00082,Se,JS453,14,1.00000,0.51852,0.00050,Se,PD453,15,1.00000,0.51724,0.00021,Se,GD453,11,1.00000,0.52381,0.00289,Se,JD453,6,0.83333,0.53030,0.39433,,PS453,12,1.00000,0.52174,0.00196,Se
1948:61 [454],GS454,15,0.13333,0.12874,1.00000,,WD454,13,0.15385,0.14769,1.00000,,JS454,14,0.07143,0.07143,1.00000,,PD454,15,0.13333,0.12874,1.00000,,GD454,11,0.36364,0.31169,1.00000,,JD454,6,0.66667,0.48485,1.00000,,PS454,12,0.08333,0.08333,1.00000,
1949:24 [455],GS455,14,0.00000,0.25397,0.00440,Sd,WD455,14,0.28571,0.25397,1.00000,,JS455,14,0.00000,0.13757,0.03763,Sd,PD455,17,0.00000,0.11408,0.03010,Sd,GD455,13,0.07692,0.32308,0.02630,Sd,JD455,12,0.16667,0.15942,1.00000,,PS455,12,0.16667,0.46377,0.04401,Sd
1952:41 [456],GS456,,,,,m,WD456,,,,,m,JS456,,,,,m,PD456,,,,,m,GD456,12,0.00000,0.15942,0.04350,Sd,JD456,11,0.09091,0.09091,1.00000,,PS456,,,,,m
1952:56 [457],GS457,,,,,m,WD457,,,,,m,JS457,,,,,m,PD457,,,,,m,GD457,12,0.00000,0.15942,0.04348,Sd,JD457,11,0.09091,0.09091,1.00000,,PS457,,,,,m
1954:42 [458],GS458,14,1.00000,0.51852,0.00046,Se,WD458,12,0.83333,0.50725,0.06196,,JS458,14,0.92857,0.51587,0.00432,Se,PD458,14,1.00000,0.51852,0.00050,Se,GD458,12,0.91667,0.51812,0.01397,Se,JD458,12,1.00000,0.52174,0.00184,Se,PS458,12,1.00000,0.52174,0.00187,Se
1954:70 [459],GS459,14,1.00000,0.51852,0.00045,Se,WD459,12,0.83333,0.50725,0.06328,,JS459,14,0.92857,0.51587,0.00424,Se,PD459,14,1.00000,0.51852,0.00046,Se,GD459,12,0.91667,0.51812,0.01413,Se,JD459,12,1.00000,0.52174,0.00184,Se,PS459,12,1.00000,0.52174,0.00180,Se
1957:18 [460],GS460,11,0.00000,0.51948,0.00069,Sd,WD460,14,0.35714,0.49471,0.57008,,JS460,9,0.00000,0.36601,0.01180,Sd,PD460,10,0.00000,0.33684,0.00932,Sd,GD460,9,0.11111,0.42484,0.05883,,JD460,11,0.09091,0.45455,0.01527,Sd,PS460,8,0.12500,0.52500,0.04846,Sd
1960:12 [461],GS461,,,,,m,WD461,11,0.09091,0.09091,1.00000,,JS461,,,,,m,PD461,16,0.12500,0.12097,1.00000,,GD461,,,,,m,JD461,,,,,m,PS461,,,,,m
1960:13 [462],GS462,11,0.18182,0.17316,1.00000,,WD462,9,0.22222,0.20915,1.00000,,JS462,11,0.27273,0.24675,1.00000,,PD462,13,0.15385,0.14769,1.00000,,GD462,10,0.20000,0.18947,1.00000,,JD462,9,0.33333,0.29412,1.00000,,PS462,11,0.09091,0.09091,1.00000,
1960:58 [463],GS463,12,0.25000,0.22826,1.00000,,WD463,10,0.10000,0.10000,1.00000,,JS463,11,0.09091,0.09091,1.00000,,PD463,,,,,m,GD463,12,0.08333,0.08333,1.00000,,JD463,,,,,m,PS463,,,,,m
1960:65 [464],GS464,12,0.08333,0.08333,1.00000,,WD464,,,,,m,JS464,,,,,m,PD464,15,0.13333,0.12874,1.00000,,GD464,13,0.07692,0.07692,1.00000,,JD464,,,,,m,PS464,,,,,m
1960:70 [465],GS465,10,0.20000,0.18947,1.00000,,WD465,11,0.18182,0.17316,1.00000,,JS465,10,0.10000,0.10000,1.00000,,PD465,13,0.07692,0.07692,1.00000,,GD465,,,,,m,JD465,7,0.14286,0.14286,1.00000,,PS465,,,,,m
1962:57 [466],GS466,,,,,m,WD466,,,,,m,JS466,10,0.00000,0.18947,0.05269,,PD466,12,0.00000,0.15942,0.04365,Sd,GD466,8,0.00000,0.50000,0.00712,Sd,JD466,7,0.14286,0.14286,1.00000,,PS466,,,,,m
1984:10 [467],GS467,12,0.00000,0.15942,0.04410,Sd,WD467,10,0.00000,0.18947,0.05296,,JS467,9,0.00000,0.36601,0.01164,Sd,PD467,,,,,m,GD467,,,,,m,JD467,,,,,m,PS467,9,0.00000,0.20915,0.05879,
1984:40 [468],GS468,12,0.00000,0.15942,0.04394,Sd,WD468,10,0.00000,0.18947,0.05215,,JS468,9,0.00000,0.36601,0.01153,Sd,PD468,,,,,m,GD468,,,,,m,JD468,,,,,m,PS468,9,0.00000,0.20915,0.05829,
1984:57 [469],GS469,12,0.00000,0.15942,0.04310,Sd,WD469,10,0.00000,0.18947,0.05282,,JS469,9,0.00000,0.36601,0.01205,Sd,PD469,,,,,m,GD469,,,,,m,JD469,,,,,m,PS469,9,0.00000,0.20915,0.05925,
1992:7 [470],GS470,14,0.92857,0.51587,0.00433,Se,WD470,13,1.00000,0.52000,0.00085,Se,JS470,9,1.00000,0.52941,0.01063,Se,PD470,17,0.94118,0.51337,0.00058,Se,GD470,12,0.83333,0.50725,0.06345,,JD470,10,1.00000,0.52632,0.00682,Se,PS470,10,0.90000,0.52105,0.04552,Se
1992:20 [471],GS471,14,0.92857,0.51587,0.00450,Se,WD471,13,1.00000,0.52000,0.00077,Se,JS471,9,1.00000,0.52941,0.01060,Se,PD471,17,0.94118,0.51337,0.00053,Se,GD471,12,0.83333,0.50725,0.06305,,JD471,10,1.00000,0.52632,0.00665,Se,PS471,10,0.90000,0.52105,0.04526,Se
1992:64 [472],GS472,14,0.92857,0.51587,0.00430,Se,WD472,13,1.00000,0.52000,0.00075,Se,JS472,9,1.00000,0.52941,0.01061,Se,PD472,17,0.94118,0.51337,0.00050,Se,GD472,12,0.83333,0.50725,0.06277,,JD472,10,1.00000,0.52632,0.00697,Se,PS472,10,0.90000,0.52105,0.04551,Se
1995:14 [473],GS473,13,0.00000,0.14769,0.03992,Sd,WD473,8,0.25000,0.50000,0.21712,,JS473,10,0.00000,0.33684,0.00915,Sd,PD473,14,0.00000,0.13757,0.03698,Sd,GD473,13,0.00000,0.14769,0.03919,Sd,JD473,11,0.00000,0.17316,0.04721,Sd,PS473,11,0.09091,0.09091,1.00000,
1995:18 [474],GS474,13,0.84615,0.50769,0.02288,Se,WD474,8,0.37500,0.45833,1.00000,,JS474,10,0.80000,0.50526,0.17257,,PD474,14,0.78571,0.51587,0.09960,,GD474,13,0.84615,0.52000,0.03378,Se,JD474,11,0.90909,0.51948,0.01806,Se,PS474,11,0.81818,0.50649,0.06588,
1995:73 [475],GS475,13,0.84615,0.50769,0.02319,Se,WD475,8,0.37500,0.45833,1.00000,,JS475,10,0.80000,0.50526,0.17240,,PD475,14,0.78571,0.51587,0.10046,,GD475,13,0.84615,0.52000,0.03429,Se,JD475,11,0.90909,0.51948,0.01807,Se,PS475,11,0.81818,0.50649,0.06688,
1997:14 [476],GS476,13,0.00000,0.27077,0.00507,Sd,WD476,12,0.08333,0.22826,0.12964,,JS476,10,0.00000,0.33684,0.00916,Sd,PD476,13,0.07692,0.40923,0.00888,Sd,GD476,10,0.10000,0.26842,0.15757,,JD476,8,0.00000,0.40000,0.01552,Sd,PS476,8,0.00000,0.40000,0.01554,Sd
2009:65 [477],GS477,12,0.00000,0.46377,0.00061,Sd,WD477,12,0.08333,0.43116,0.01152,Sd,JS477,10,0.10000,0.47895,0.02161,Sd,PD477,15,0.06667,0.18621,0.10328,,GD477,11,0.09091,0.09091,1.00000,,JD477,,,,,m,PS477,9,0.00000,0.20915,0.05840,
2021:53 [478],GS478,15,0.06667,0.28736,0.01930,Sd,WD478,12,0.33333,0.46377,0.51699,,JS478,14,0.00000,0.34921,0.00094,Sd,PD478,16,0.18750,0.51411,0.01477,Sd,GD478,11,0.00000,0.41558,0.00225,Sd,JD478,12,0.16667,0.39130,0.08998,,PS478,11,0.27273,0.45455,0.23277,
2021:75 [479],GS479,15,0.06667,0.28736,0.01901,Sd,WD479,12,0.33333,0.46377,0.51739,,JS479,14,0.00000,0.34921,0.00102,Sd,PD479,16,0.18750,0.51411,0.01498,Sd,GD479,11,0.00000,0.41558,0.00242,Sd,JD479,12,0.16667,0.39130,0.08955,,PS479,11,0.27273,0.45455,0.23160,
2026:73 [480],GS480,11,0.00000,0.17316,0.04817,Sd,WD480,12,0.08333,0.43116,0.01164,Sd,JS480,,,,,m,PD480,12,0.16667,0.50725,0.02856,Sd,GD480,9,0.00000,0.20915,0.05890,,JD480,11,0.00000,0.17316,0.04850,Sd,PS480,7,0.42857,0.36264,1.00000,
2031:52 [481],GS481,14,0.00000,0.13757,0.03689,Sd,WD481,12,0.41667,0.51812,0.59420,,JS481,13,0.00000,0.14769,0.03999,Sd,PD481,16,0.12500,0.31452,0.04853,Sd,GD481,11,0.09091,0.09091,1.00000,,JD481,12,0.08333,0.22826,0.13088,,PS481,,,,,m
2035:38 [482],GS482,,,,,m,WD482,14,0.50000,0.45238,1.00000,,JS482,,,,,m,PD482,,,,,m,GD482,,,,,m,JD482,,,,,m,PS482,,,,,m
2035:40 [483],GS483,,,,,m,WD483,14,0.50000,0.45238,1.00000,,JS483,,,,,m,PD483,,,,,m,GD483,,,,,m,JD483,,,,,m,PS483,,,,,m
2035:52 [484],GS484,,,,,m,WD484,14,0.50000,0.45238,1.00000,,JS484,,,,,m,PD484,,,,,m,GD484,,,,,m,JD484,,,,,m,PS484,,,,,m
2048:4 [485],GS485,14,0.14286,0.13757,1.00000,,WD485,,,,,m,JS485,,,,,m,PD485,10,0.20000,0.18947,1.00000,,GD485,8,0.12500,0.12500,1.00000,,JD485,,,,,m,PS485,,,,,m
2048:15 [486],GS486,13,0.23077,0.40923,0.16418,,WD486,8,0.62500,0.52500,1.00000,,JS486,7,0.57143,0.52747,1.00000,,PD486,9,0.33333,0.50327,0.49284,,GD486,7,0.28571,0.52747,0.44077,,JD486,7,0.57143,0.43956,1.00000,,PS486,7,0.28571,0.26374,1.00000,
2048:18 [487],GS487,13,0.23077,0.21231,1.00000,,WD487,8,0.62500,0.45833,0.48711,,JS487,7,0.57143,0.43956,1.00000,,PD487,9,0.33333,0.29412,1.00000,,GD487,7,0.28571,0.26374,1.00000,,JD487,7,0.57143,0.43956,1.00000,,PS487,7,0.28571,0.26374,1.00000,
2048:28 [488],GS488,,,,,m,WD488,9,0.00000,0.20915,0.05770,,JS488,8,0.12500,0.12500,1.00000,,PD488,,,,,m,GD488,7,0.00000,0.26374,0.07691,,JD488,,,,,m,PS488,,,,,m
2053:73 [489],GS489,14,0.07143,0.45238,0.00294,Sd,WD489,11,0.18182,0.51948,0.06153,,JS489,13,0.30769,0.51692,0.26002,,PD489,14,0.07143,0.49471,0.00163,Sd,GD489,12,0.16667,0.52174,0.02584,Sd,JD489,12,0.25000,0.51812,0.10363,,PS489,8,0.12500,0.45833,0.07763,
2071:5 [490],GS490,14,0.00000,0.13757,0.03716,Sd,WD490,14,0.35714,0.30423,1.00000,,JS490,14,0.00000,0.13757,0.03707,Sd,PD490,16,0.12500,0.44355,0.00745,Sd,GD490,12,0.00000,0.15942,0.04319,Sd,JD490,11,0.09091,0.45455,0.01567,Sd,PS490,12,0.16667,0.39130,0.08934,
2071:69 [491],GS491,14,0.00000,0.13757,0.03703,Sd,WD491,14,0.35714,0.30423,1.00000,,JS491,14,0.00000,0.13757,0.03683,Sd,PD491,16,0.12500,0.44355,0.00741,Sd,GD491,12,0.00000,0.15942,0.04376,Sd,JD491,11,0.09091,0.45455,0.01511,Sd,PS491,12,0.16667,0.39130,0.09014,
2072:37 [492],GS492,,,,,m,WD492,12,0.08333,0.08333,1.00000,,JS492,,,,,m,PD492,14,0.00000,0.13757,0.03636,Sd,GD492,,,,,m,JD492,11,0.18182,0.31169,0.27824,,PS492,,,,,m
2087:66 [493],GS493,10,1.00000,0.52632,0.00685,Se,WD493,9,0.77778,0.50327,0.17539,,JS493,11,0.63636,0.52381,0.58116,,PD493,14,0.50000,0.51587,1.00000,,GD493,9,0.55556,0.52941,1.00000,,JD493,9,0.77778,0.50327,0.17600,,PS493,8,0.75000,0.50000,0.44026,
2095:32 [494],GS494,15,0.00000,0.23908,0.00371,Sd,WD494,,,,,m,JS494,,,,,m,PD494,,,,,m,GD494,,,,,m,JD494,,,,,m,PS494,,,,,m
2100:2 [495],GS495,,,,,m,WD495,12,0.08333,0.22826,0.13004,,JS495,13,0.07692,0.07692,1.00000,,PD495,,,,,m,GD495,,,,,m,JD495,,,,,m,PS495,9,0.11111,0.11111,1.00000,
2100:4 [496],GS496,,,,,m,WD496,12,0.08333,0.22826,0.13088,,JS496,,,,,m,PD496,,,,,m,GD496,,,,,m,JD496,,,,,m,PS496,9,0.11111,0.11111,1.00000,
2101:12 [497],GS497,14,0.00000,0.47619,0.00014,Sd,WD497,12,0.41667,0.48913,1.00000,,JS497,13,0.15385,0.27077,0.23512,,PD497,12,0.08333,0.51812,0.00447,Sd,GD497,10,0.10000,0.47895,0.02182,Sd,JD497,9,0.33333,0.42484,1.00000,,PS497,8,0.12500,0.12500,1.00000,
2101:36 [498],GS498,14,0.00000,0.47619,0.00015,Sd,WD498,12,0.41667,0.48913,1.00000,,JS498,13,0.15385,0.27077,0.23496,,PD498,12,0.08333,0.51812,0.00436,Sd,GD498,10,0.10000,0.47895,0.02181,Sd,JD498,9,0.33333,0.42484,1.00000,,PS498,8,0.12500,0.12500,1.00000,
2105:73 [499],GS499,,,,,m,WD499,13,0.15385,0.36923,0.07590,,JS499,,,,,m,PD499,,,,,m,GD499,13,0.00000,0.14769,0.04014,Sd,JD499,11,0.09091,0.09091,1.00000,,PS499,11,0.00000,0.17316,0.04727,Sd
2106:32 [500],GS500,14,0.07143,0.49471,0.00159,Sd,WD500,,,,,m,JS500,13,0.07692,0.40923,0.00875,Sd,PD500,15,0.06667,0.37011,0.00536,Sd,GD500,12,0.08333,0.08333,1.00000,,JD500,8,0.12500,0.45833,0.07632,,PS500,8,0.25000,0.40000,0.38469,
2115:9 [501],GS501,14,0.07143,0.51587,0.00120,Sd,WD501,14,0.35714,0.38889,1.00000,,JS501,14,0.14286,0.47619,0.01397,Sd,PD501,15,0.13333,0.23908,0.20354,,GD501,,,,,m,JD501,10,0.10000,0.10000,1.00000,,PS501,12,0.08333,0.43116,0.01123,Sd
2116:5 [502],GS502,15,0.93333,0.51494,0.00163,Se,WD502,14,1.00000,0.51852,0.00048,Se,JS502,14,1.00000,0.51852,0.00049,Se,PD502,16,1.00000,0.51613,0.00012,Se,GD502,13,0.84615,0.50769,0.02328,Se,JD502,12,0.91667,0.51812,0.01438,Se,PS502,11,1.00000,0.52381,0.00285,Se
2116:8 [503],GS503,15,0.93333,0.51494,0.00164,Se,WD503,14,1.00000,0.51852,0.00045,Se,JS503,14,1.00000,0.51852,0.00048,Se,PD503,16,1.00000,0.51613,0.00011,Se,GD503,13,0.84615,0.50769,0.02346,Se,JD503,12,0.91667,0.51812,0.01427,Se,PS503,11,1.00000,0.52381,0.00295,Se
2123:11 [504],GS504,13,0.00000,0.36923,0.00131,Sd,WD504,12,0.25000,0.43116,0.19362,,JS504,13,0.07692,0.50769,0.00270,Sd,PD504,16,0.18750,0.41734,0.04763,Sd,GD504,13,0.00000,0.44308,0.00040,Sd,JD504,12,0.16667,0.28986,0.25468,,PS504,10,0.00000,0.18947,0.05311,
2123:28 [505],GS505,13,0.00000,0.36923,0.00117,Sd,WD505,12,0.25000,0.43116,0.19403,,JS505,13,0.07692,0.50769,0.00272,Sd,PD505,16,0.18750,0.41734,0.04729,Sd,GD505,13,0.00000,0.44308,0.00045,Sd,JD505,12,0.16667,0.28986,0.25442,,PS505,10,0.00000,0.18947,0.05236,
2128:55 [506],GS506,,,,,m,WD506,,,,,m,JS506,14,0.07143,0.07143,1.00000,,PD506,,,,,m,GD506,,,,,m,JD506,12,0.08333,0.08333,1.00000,,PS506,,,,,m
2130:40 [507],GS507,,,,,m,WD507,13,0.23077,0.32308,0.37296,,JS507,12,0.00000,0.15942,0.04371,Sd,PD507,14,0.14286,0.51852,0.00881,Sd,GD507,12,0.00000,0.46377,0.00072,Sd,JD507,12,0.16667,0.39130,0.08984,,PS507,,,,,m
2137:40 [508],GS508,,,,,m,WD508,10,0.10000,0.10000,1.00000,,JS508,10,0.10000,0.10000,1.00000,,PD508,11,0.09091,0.09091,1.00000,,GD508,7,0.14286,0.14286,1.00000,,JD508,,,,,m,PS508,,,,,m
2137:67 [509],GS509,,,,,m,WD509,,,,,m,JS509,,,,,m,PD509,,,,,m,GD509,,,,,m,JD509,,,,,m,PS509,7,0.14286,0.14286,1.00000,
2143:73 [510],GS510,13,0.30769,0.36923,0.52309,,WD510,12,0.50000,0.50725,1.00000,,JS510,13,0.07692,0.21231,0.12062,,PD510,17,0.17647,0.51515,0.01195,Sd,GD510,12,0.25000,0.34420,0.40289,,JD510,11,0.27273,0.45455,0.23167,,PS510,11,0.27273,0.36797,0.43871,
2145:4 [511],GS511,,,,,m,WD511,13,0.15385,0.14769,1.00000,,JS511,,,,,m,PD511,,,,,m,GD511,,,,,m,JD511,,,,,m,PS511,,,,,m
2146:44 [512],GS512,,,,,m,WD512,13,0.00000,0.14769,0.04016,Sd,JS512,11,0.00000,0.17316,0.04761,Sd,PD512,,,,,m,GD512,,,,,m,JD512,,,,,m,PS512,,,,,m
2156:64 [513],GS513,,,,,m,WD513,13,0.15385,0.14769,1.00000,,JS513,,,,,m,PD513,,,,,m,GD513,,,,,m,JD513,,,,,m,PS513,,,,,m
2163:17 [514],GS514,9,0.22222,0.20915,1.00000,,WD514,8,0.12500,0.12500,1.00000,,JS514,10,0.10000,0.10000,1.00000,,PD514,,,,,m,GD514,,,,,m,JD514,,,,,m,PS514,,,,,m
2165:6 [515],GS515,,,,,m,WD515,14,0.14286,0.13757,1.00000,,JS515,,,,,m,PD515,,,,,m,GD515,,,,,m,JD515,,,,,m,PS515,,,,,m
2167:62 [516],GS516,12,0.08333,0.48913,0.00616,Sd,WD516,9,0.22222,0.36601,0.34027,,JS516,11,0.00000,0.41558,0.00233,Sd,PD516,13,0.00000,0.49231,0.00022,Sd,GD516,13,0.15385,0.49231,0.01948,Sd,JD516,8,0.00000,0.50000,0.00677,Sd,PS516,9,0.22222,0.52288,0.17091,
2167:72 [517],GS517,12,0.08333,0.48913,0.00594,Sd,WD517,9,0.22222,0.52288,0.17164,,JS517,11,0.00000,0.41558,0.00232,Sd,PD517,13,0.00000,0.49231,0.00023,Sd,GD517,13,0.15385,0.49231,0.01958,Sd,JD517,8,0.00000,0.50000,0.00712,Sd,PS517,9,0.22222,0.52288,0.17013,
2171:33 [518],GS518,15,0.00000,0.33103,0.00076,Sd,WD518,14,0.14286,0.13757,1.00000,,JS518,14,0.00000,0.13757,0.03718,Sd,PD518,,,,,m,GD518,13,0.07692,0.07692,1.00000,,JD518,12,0.00000,0.15942,0.04292,Sd,PS518,11,0.27273,0.24675,1.00000,
2172:13 [519],GS519,11,0.90909,0.51948,0.01806,Se,WD519,10,0.30000,0.26842,1.00000,,JS519,9,1.00000,0.52941,0.01032,Se,PD519,12,1.00000,0.52174,0.00185,Se,GD519,12,0.91667,0.51812,0.01440,Se,JD519,7,1.00000,0.53846,0.03771,Se,PS519,8,1.00000,0.53333,0.02520,Se
2172:54 [520],GS520,11,0.36364,0.41558,1.00000,,WD520,10,0.20000,0.18947,1.00000,,JS520,9,0.44444,0.36601,1.00000,,PD520,11,0.72727,0.48485,0.19081,,GD520,12,0.58333,0.43116,0.48826,,JD520,7,0.85714,0.52747,0.16089,,PS520,6,0.50000,0.40909,1.00000,
2173:75 [521],GS521,15,0.00000,0.33103,0.00079,Sd,WD521,14,0.00000,0.25397,0.00447,Sd,JS521,,,,,m,PD521,,,,,m,GD521,13,0.00000,0.27077,0.00546,Sd,JD521,12,0.00000,0.15942,0.04359,Sd,PS521,10,0.00000,0.18947,0.05238,
2178:41 [522],GS522,15,0.13333,0.12874,1.00000,,WD522,13,0.15385,0.14769,1.00000,,JS522,12,0.33333,0.28986,1.00000,,PD522,14,0.14286,0.13757,1.00000,,GD522,,,,,m,JD522,,,,,m,PS522,10,0.30000,0.26842,1.00000,
2179:9 [523],GS523,14,0.57143,0.42328,0.50572,,WD523,7,0.57143,0.43956,1.00000,,JS523,13,0.76923,0.49231,0.07503,,PD523,10,0.70000,0.47895,0.22099,,GD523,8,0.62500,0.45833,0.48759,,JD523,8,0.87500,0.52500,0.13967,,PS523,11,0.90909,0.51948,0.01796,Se
2179:14 [524],GS524,14,0.57143,0.42328,0.50551,,WD524,7,0.57143,0.43956,1.00000,,JS524,13,0.76923,0.49231,0.07463,,PD524,10,0.70000,0.47895,0.22004,,GD524,8,0.62500,0.45833,0.48646,,JD524,8,0.87500,0.52500,0.13848,,PS524,11,0.90909,0.51948,0.01812,Se
2188:20 [525],GS525,15,0.60000,0.43448,0.23659,,WD525,12,0.91667,0.51812,0.01423,Se,JS525,13,0.76923,0.49231,0.07437,,PD525,15,0.86667,0.51724,0.01191,Se,GD525,11,0.72727,0.51948,0.25622,,JD525,8,0.87500,0.52500,0.13828,,PS525,12,0.66667,0.50725,0.54796,
2205:31 [526],GS526,,,,,m,WD526,13,0.15385,0.14769,1.00000,,JS526,12,0.08333,0.08333,1.00000,,PD526,,,,,m,GD526,,,,,m,JD526,,,,,m,PS526,,,,,m
2206:2 [527],GS527,14,0.00000,0.42328,0.00038,Sd,WD527,12,0.16667,0.28986,0.25505,,JS527,10,0.10000,0.26842,0.15810,,PD527,14,0.07143,0.38889,0.00641,Sd,GD527,11,0.00000,0.31169,0.00745,Sd,JD527,10,0.10000,0.47895,0.02172,Sd,PS527,,,,,m
